student_ID,title_ID,st_max_score,st_pfm_tc,st_pfm_mem,st_tt_subNum,st_tt_period,st_fm_subNum,st_fm_period,st_errs,st_exploreNum,st_fm_time,st_ac_flag,st_ac_time
8b6d1125760bd3939b6e,Question_VgKw8PjY1FR6cm2QI9XW,1,3,200,5,241.0,5,241.0,Error1;Error2,4,1698300050.0,1.0,1698300050.0
8b6d1125760bd3939b6e,Question_3oPyUzDmQtcMfLpGZ0jW,2,4,192,1,0.0,1,0.0,,0,1698303185.0,1.0,1698303185.0
8b6d1125760bd3939b6e,Question_fZrP3FJ4ebUogW9V7taS,1,5,324,1,0.0,1,0.0,,0,1698301555.0,1.0,1698301555.0
63eef37311aaac915a45,Question_bumGRTJ0c8p4v5D6eHZa,3,3,324,1,0.0,1,0.0,,0,1703996667.0,1.0,1703996667.0
63eef37311aaac915a45,Question_62XbhBvJ8NUSnApgDL94,3,2,324,2,172.0,2,172.0,,1,1701881918.0,1.0,1701881918.0
63eef37311aaac915a45,Question_ZTbD7mxr2OUp8Fz6iNjy,3,2,196,1,0.0,1,0.0,,0,1702141383.0,1.0,1702141383.0
63eef37311aaac915a45,Question_xqlJkmRaP0otZcX4fK3W,3,2,308,8,211802.0,8,211802.0,Error1;Error2,7,1704208923.0,1.0,1704208923.0
63eef37311aaac915a45,Question_FNg8X9v5zcbB1tQrxHR3,4,2,316,4,1491.0,4,1491.0,Error1,3,1703997550.0,1.0,1703997550.0
63eef37311aaac915a45,Question_hZ5wXofebmTlzKB1jNcP,3,2,316,2,17.0,2,17.0,Error1,1,1703997342.0,1.0,1703997342.0
63eef37311aaac915a45,Question_X3wF8QlTyi4mZkDp9Kae,3,2,312,6,1741.0,6,1741.0,Absolutely_Error;Error1,5,1703997629.0,1.0,1703997629.0
63eef37311aaac915a45,Question_oCjnFLbIs4Uxwek9rBpu,3,3,468,1,0.0,1,0.0,,0,1703996462.0,1.0,1703996462.0
63eef37311aaac915a45,Question_EhVPdmlB31M8WKGqL0wc,3,3,332,1,0.0,1,0.0,,0,1703996416.0,1.0,1703996416.0
63eef37311aaac915a45,Question_UXqN1F7G3Sbldz02vZne,3,3,192,2,1232.0,2,1232.0,Absolutely_Error,1,1703997065.0,1.0,1703997065.0
63eef37311aaac915a45,Question_x2Fy7rZ3SwYl9jMQkpOD,3,3,344,26,2339.0,26,2339.0,Absolutely_Error;Error1;Error2,25,1702485081.0,1.0,1702485081.0
63eef37311aaac915a45,Question_BW0ItEaymH3TkD6S15JF,1,3,200,4,695.0,4,695.0,Absolutely_Error,3,1701794879.0,1.0,1701794879.0
63eef37311aaac915a45,Question_h7pXNg80nJbw1C4kAPRm,3,3,312,27,65733.0,27,65733.0,Error2;Error1;Absolutely_Error;Error6,26,1701921217.0,1.0,1701921217.0
63eef37311aaac915a45,Question_rvB9mVE6Kbd8jAY4NwPx,1,4,328,2,43.0,2,43.0,Error1,1,1701795029.0,1.0,1701795029.0
63eef37311aaac915a45,Question_q7OpB2zCMmW9wS8uNt3H,1,4,200,3,93.0,3,93.0,Error1,2,1701793062.0,1.0,1701793062.0
63eef37311aaac915a45,Question_YWXHr4G6Cl7bEm9iF2kQ,3,2,340,1,0.0,1,0.0,,0,1703996503.0,1.0,1703996503.0
63eef37311aaac915a45,Question_5fgqjSBwTPG7KUV3it6O,3,3,320,8,1855405.0,8,1855405.0,Error3;Error1,7,1703997382.0,1.0,1703997382.0
63eef37311aaac915a45,Question_Az73sM0rHfWVKuc4X2kL,3,2,344,1,0.0,1,0.0,,0,1703996363.0,1.0,1703996363.0
63eef37311aaac915a45,Question_Ou3f2Wt9BqExm5DpN7Zk,3,2,332,1,0.0,1,0.0,,0,1703996201.0,1.0,1703996201.0
63eef37311aaac915a45,Question_Mh4CZIsrEfxkP1wXtOYV,3,2,200,1,0.0,1,0.0,,0,1702224554.0,1.0,1702224554.0
63eef37311aaac915a45,Question_lU2wvHSZq7m43xiVroBc,3,3,320,2,1182.0,2,1182.0,Absolutely_Error,1,1703996936.0,1.0,1703996936.0
63eef37311aaac915a45,Question_Ej5mBw9rsOUKkFycGvz2,3,2,324,15,1783.0,15,1783.0,Error3;Error1;Error2;Error5,14,1701885583.0,1.0,1701885583.0
63eef37311aaac915a45,Question_pVKXjZn0BkSwYcsa7C31,3,2,324,29,41012.0,29,41012.0,Error1;Error2,28,1701923340.0,1.0,1701923340.0
63eef37311aaac915a45,Question_QRm48lXxzdP7Tn1WgNOf,3,3,452,47,1854383.0,47,1854383.0,Error1;Absolutely_Error;Error3,46,1703995595.0,1.0,1703995595.0
63eef37311aaac915a45,Question_Jr4Wz5jLqmN01KUwHa7g,3,3,324,4,1854322.0,4,1854322.0,Error1,3,1703995525.0,1.0,1703995525.0
63eef37311aaac915a45,Question_7NJzCXUPcvQF4Mkfh9Wr,3,2,320,30,2114651.0,30,2114651.0,Error1;Absolutely_Error;Error3,29,1703995652.0,1.0,1703995652.0
63eef37311aaac915a45,Question_n2BTxIGw1Mc3Zo6RLdUe,3,2,188,2,866.0,2,866.0,Error1,1,1701848794.0,1.0,1701848794.0
63eef37311aaac915a45,Question_NixCn84GdK2tySa5rB1V,3,3,352,2,21.0,2,21.0,Error4,1,1701849756.0,1.0,1701849756.0
63eef37311aaac915a45,Question_TmKaGvfNoXYq4FZ2JrBu,3,3,312,4,212.0,4,212.0,Error2,3,1701929048.0,1.0,1701929048.0
63eef37311aaac915a45,Question_s6VmP1G4UbEQWRYHK9Fd,2,4,324,14,680.0,14,680.0,Absolutely_Error;Error3;Error4;Error1,13,1702136682.0,1.0,1702136682.0
63eef37311aaac915a45,Question_tgOjrpZLw4RdVzQx85h6,2,7,412,8,1481.0,8,1481.0,Error1;Absolutely_Error,7,1701834598.0,1.0,1701834598.0
63eef37311aaac915a45,Question_4nHcauCQ0Y6Pm8DgKlLo,3,2,324,4,71104.0,4,71104.0,,3,1701921298.0,1.0,1701921298.0
63eef37311aaac915a45,Question_6RQj2gF3OeK5AmDvThUV,3,3,324,2,63.0,2,63.0,Absolutely_Error,1,1701850629.0,1.0,1701850629.0
63eef37311aaac915a45,Question_3MwAFlmNO8EKrpY5zjUd,2,2,320,20,55379.0,20,55379.0,Error1,19,1701886042.0,1.0,1701886042.0
63eef37311aaac915a45,Question_x2L7AqbMuTjCwPFy6vNr,2,5,384,2,27.0,2,27.0,Error1,1,1701832928.0,1.0,1701832928.0
63eef37311aaac915a45,Question_VgKw8PjY1FR6cm2QI9XW,1,2,464,7,93722.0,7,93722.0,Error2,6,1701885915.0,1.0,1701885915.0
63eef37311aaac915a45,Question_3oPyUzDmQtcMfLpGZ0jW,2,5,348,8,1765.0,8,1765.0,Error3;Absolutely_Error;Error1,7,1701830066.0,1.0,1701830066.0
63eef37311aaac915a45,Question_fZrP3FJ4ebUogW9V7taS,1,2,320,14,92545.0,14,92545.0,Error2;Absolutely_Error;Error1,13,1701885798.0,1.0,1701885798.0
5d89810b20079366fcc2,Question_bumGRTJ0c8p4v5D6eHZa,3,3,312,1,0.0,1,0.0,,0,1703573336.0,1.0,1703573336.0
5d89810b20079366fcc2,Question_62XbhBvJ8NUSnApgDL94,3,2,344,1,0.0,1,0.0,,0,1703572714.0,1.0,1703572714.0
5d89810b20079366fcc2,Question_ZTbD7mxr2OUp8Fz6iNjy,3,3,312,1,0.0,1,0.0,,0,1700905353.0,1.0,1700905353.0
5d89810b20079366fcc2,Question_FNg8X9v5zcbB1tQrxHR3,4,3,320,2,29.0,2,29.0,Error1,1,1704208359.0,1.0,1704208359.0
5d89810b20079366fcc2,Question_hZ5wXofebmTlzKB1jNcP,3,2,308,2,634991.0,2,634991.0,Absolutely_Error,1,1704208308.0,1.0,1704208308.0
5d89810b20079366fcc2,Question_X3wF8QlTyi4mZkDp9Kae,3,4,344,1,0.0,1,0.0,,0,1703573174.0,1.0,1703573174.0
5d89810b20079366fcc2,Question_oCjnFLbIs4Uxwek9rBpu,3,2,328,1,0.0,1,0.0,,0,1704208242.0,1.0,1704208242.0
5d89810b20079366fcc2,Question_EhVPdmlB31M8WKGqL0wc,3,3,512,3,635205.0,3,635205.0,Absolutely_Error,2,1704208221.0,1.0,1704208221.0
5d89810b20079366fcc2,Question_UXqN1F7G3Sbldz02vZne,3,2,324,1,0.0,1,0.0,,0,1704208195.0,1.0,1704208195.0
5d89810b20079366fcc2,Question_x2Fy7rZ3SwYl9jMQkpOD,3,2,312,2,635373.0,2,635373.0,Error1,1,1704208165.0,1.0,1704208165.0
5d89810b20079366fcc2,Question_BW0ItEaymH3TkD6S15JF,1,3,308,1,0.0,1,0.0,,0,1704208138.0,1.0,1704208138.0
5d89810b20079366fcc2,Question_h7pXNg80nJbw1C4kAPRm,3,3,324,4,3303072.0,4,3303072.0,Error1,3,1704208118.0,1.0,1704208118.0
5d89810b20079366fcc2,Question_rvB9mVE6Kbd8jAY4NwPx,1,3,308,2,634564.0,2,634564.0,Absolutely_Error,1,1704208091.0,1.0,1704208091.0
5d89810b20079366fcc2,Question_q7OpB2zCMmW9wS8uNt3H,1,2,188,12,7114187.0,12,7114187.0,Error1;Absolutely_Error,11,1704208066.0,1.0,1704208066.0
5d89810b20079366fcc2,Question_5fgqjSBwTPG7KUV3it6O,3,3,324,1,0.0,1,0.0,,0,1703573130.0,1.0,1703573130.0
5d89810b20079366fcc2,Question_Az73sM0rHfWVKuc4X2kL,3,3,360,2,5.0,1,0.0,,0,1703572978.0,1.0,1703572978.0
5d89810b20079366fcc2,Question_Ou3f2Wt9BqExm5DpN7Zk,3,3,476,1,0.0,1,0.0,,0,1703572945.0,1.0,1703572945.0
5d89810b20079366fcc2,Question_Mh4CZIsrEfxkP1wXtOYV,3,2,320,1,0.0,1,0.0,,0,1703572666.0,1.0,1703572666.0
5d89810b20079366fcc2,Question_lU2wvHSZq7m43xiVroBc,3,3,320,2,266.0,1,0.0,,0,1703572606.0,1.0,1703572606.0
5d89810b20079366fcc2,Question_Ej5mBw9rsOUKkFycGvz2,3,2,340,1,0.0,1,0.0,,0,1703572486.0,1.0,1703572486.0
5d89810b20079366fcc2,Question_pVKXjZn0BkSwYcsa7C31,3,3,320,1,0.0,1,0.0,,0,1700905458.0,1.0,1700905458.0
5d89810b20079366fcc2,Question_QRm48lXxzdP7Tn1WgNOf,3,2,352,1,0.0,1,0.0,,0,1700905424.0,1.0,1700905424.0
5d89810b20079366fcc2,Question_Jr4Wz5jLqmN01KUwHa7g,3,3,308,1,0.0,1,0.0,,0,1700905385.0,1.0,1700905385.0
5d89810b20079366fcc2,Question_7NJzCXUPcvQF4Mkfh9Wr,3,3,196,1,0.0,1,0.0,,0,1700905300.0,1.0,1700905300.0
5d89810b20079366fcc2,Question_n2BTxIGw1Mc3Zo6RLdUe,3,2,320,1,0.0,1,0.0,,0,1700905246.0,1.0,1700905246.0
5d89810b20079366fcc2,Question_NixCn84GdK2tySa5rB1V,3,3,316,1,0.0,1,0.0,,0,1700905201.0,1.0,1700905201.0
5d89810b20079366fcc2,Question_TmKaGvfNoXYq4FZ2JrBu,3,4,692,1,0.0,1,0.0,,0,1700905170.0,1.0,1700905170.0
5d89810b20079366fcc2,Question_s6VmP1G4UbEQWRYHK9Fd,2,2,196,1,0.0,1,0.0,,0,1700804954.0,1.0,1700804954.0
5d89810b20079366fcc2,Question_tgOjrpZLw4RdVzQx85h6,2,2,312,1,0.0,1,0.0,,0,1700804694.0,1.0,1700804694.0
5d89810b20079366fcc2,Question_4nHcauCQ0Y6Pm8DgKlLo,3,2,360,1,0.0,1,0.0,,0,1700905138.0,1.0,1700905138.0
5d89810b20079366fcc2,Question_6RQj2gF3OeK5AmDvThUV,3,3,312,1,0.0,1,0.0,,0,1700905100.0,1.0,1700905100.0
5d89810b20079366fcc2,Question_3MwAFlmNO8EKrpY5zjUd,2,3,324,1,0.0,1,0.0,,0,1698296767.0,1.0,1698296767.0
5d89810b20079366fcc2,Question_x2L7AqbMuTjCwPFy6vNr,2,3,336,1,0.0,1,0.0,,0,1698296798.0,1.0,1698296798.0
5d89810b20079366fcc2,Question_VgKw8PjY1FR6cm2QI9XW,1,4,176,5,1206152.0,4,4164.0,Error2,3,1697093807.0,1.0,1697093807.0
5d89810b20079366fcc2,Question_3oPyUzDmQtcMfLpGZ0jW,2,3,192,1,0.0,1,0.0,,0,1698296716.0,1.0,1698296716.0
5d89810b20079366fcc2,Question_fZrP3FJ4ebUogW9V7taS,1,2,196,1,0.0,1,0.0,,0,1698296440.0,1.0,1698296440.0
47eeab842793b09300c3,Question_bumGRTJ0c8p4v5D6eHZa,3,2,324,5,814041.0,2,814013.0,Error1,1,1703951309.0,1.0,1703951309.0
47eeab842793b09300c3,Question_62XbhBvJ8NUSnApgDL94,3,4,340,1,0.0,1,0.0,,0,1697852227.0,1.0,1697852227.0
47eeab842793b09300c3,Question_ZTbD7mxr2OUp8Fz6iNjy,3,4,320,9,994.0,9,994.0,Absolutely_Error;Error1;Error5,8,1697698505.0,1.0,1697698505.0
47eeab842793b09300c3,Question_xqlJkmRaP0otZcX4fK3W,0,4,0,1,0.0,1,0.0,Error1,0,1703137289.0,0.0,
47eeab842793b09300c3,Question_FNg8X9v5zcbB1tQrxHR3,4,3,308,3,813751.0,3,813751.0,Error1,2,1703951061.0,1.0,1703951061.0
47eeab842793b09300c3,Question_hZ5wXofebmTlzKB1jNcP,3,3,180,3,813975.0,3,813975.0,Error1;Absolutely_Error,2,1703951278.0,1.0,1703951278.0
47eeab842793b09300c3,Question_X3wF8QlTyi4mZkDp9Kae,3,2,312,3,1166354.0,2,1166346.0,Absolutely_Error,1,1704208272.0,1.0,1704208272.0
47eeab842793b09300c3,Question_oCjnFLbIs4Uxwek9rBpu,3,2,324,4,812805.0,4,812805.0,Error1,3,1703950073.0,1.0,1703950073.0
47eeab842793b09300c3,Question_EhVPdmlB31M8WKGqL0wc,3,3,324,2,3078.0,2,3078.0,Error1,1,1703140339.0,1.0,1703140339.0
47eeab842793b09300c3,Question_UXqN1F7G3Sbldz02vZne,3,3,324,1,0.0,1,0.0,,0,1697934346.0,1.0,1697934346.0
47eeab842793b09300c3,Question_x2Fy7rZ3SwYl9jMQkpOD,3,2,200,2,80.0,2,80.0,Error1,1,1700717928.0,1.0,1700717928.0
47eeab842793b09300c3,Question_BW0ItEaymH3TkD6S15JF,1,3,184,5,215269.0,5,215269.0,Error1,4,1695002856.0,1.0,1695002856.0
47eeab842793b09300c3,Question_h7pXNg80nJbw1C4kAPRm,3,3,200,3,71771.0,3,71771.0,Error1,2,1697090804.0,1.0,1697090804.0
47eeab842793b09300c3,Question_rvB9mVE6Kbd8jAY4NwPx,1,3,336,7,2086119.0,7,2086119.0,Absolutely_Error;Error2,6,1697090281.0,1.0,1697090281.0
47eeab842793b09300c3,Question_q7OpB2zCMmW9wS8uNt3H,1,3,188,6,244.0,6,244.0,Error1,5,1694706667.0,1.0,1694706667.0
47eeab842793b09300c3,Question_YWXHr4G6Cl7bEm9iF2kQ,0,3,0,1,0.0,1,0.0,Error1,0,1703137283.0,0.0,
47eeab842793b09300c3,Question_5fgqjSBwTPG7KUV3it6O,3,3,320,5,813561.0,5,813561.0,Error1,4,1703950836.0,1.0,1703950836.0
47eeab842793b09300c3,Question_Az73sM0rHfWVKuc4X2kL,3,2,192,2,2622177.0,2,2622177.0,Error4,1,1703949906.0,1.0,1703949906.0
47eeab842793b09300c3,Question_Ou3f2Wt9BqExm5DpN7Zk,3,4,192,2,11.0,2,11.0,Error1,1,1698296630.0,1.0,1698296630.0
47eeab842793b09300c3,Question_Mh4CZIsrEfxkP1wXtOYV,3,4,196,1,0.0,1,0.0,,0,1697797649.0,1.0,1697797649.0
47eeab842793b09300c3,Question_lU2wvHSZq7m43xiVroBc,3,3,600,2,2939804.0,2,2939804.0,Absolutely_Error,1,1700717970.0,1.0,1700717970.0
47eeab842793b09300c3,Question_Ej5mBw9rsOUKkFycGvz2,3,3,344,1,0.0,1,0.0,,0,1697778104.0,1.0,1697778104.0
47eeab842793b09300c3,Question_pVKXjZn0BkSwYcsa7C31,3,4,308,14,5442194.0,14,5442194.0,Error3;Absolutely_Error;Error2;Error1,13,1703136783.0,1.0,1703136783.0
47eeab842793b09300c3,Question_QRm48lXxzdP7Tn1WgNOf,3,3,200,8,1216.0,3,151.0,Error1,2,1697694477.0,1.0,1697694477.0
47eeab842793b09300c3,Question_Jr4Wz5jLqmN01KUwHa7g,3,6,316,4,3234784.0,1,0.0,Error1;Absolutely_Error,0,1700715446.0,1.0,1700715446.0
47eeab842793b09300c3,Question_7NJzCXUPcvQF4Mkfh9Wr,3,4,200,1,0.0,1,0.0,,0,1697697176.0,1.0,1697697176.0
47eeab842793b09300c3,Question_n2BTxIGw1Mc3Zo6RLdUe,3,3,196,1,0.0,1,0.0,,0,1697112494.0,1.0,1697112494.0
47eeab842793b09300c3,Question_NixCn84GdK2tySa5rB1V,3,3,196,1,0.0,1,0.0,,0,1697092112.0,1.0,1697092112.0
47eeab842793b09300c3,Question_TmKaGvfNoXYq4FZ2JrBu,3,3,208,3,267.0,3,267.0,Error1;Error3,2,1697091965.0,1.0,1697091965.0
47eeab842793b09300c3,Question_s6VmP1G4UbEQWRYHK9Fd,2,4,320,2,92898.0,2,92898.0,Error1,1,1697090547.0,1.0,1697090547.0
47eeab842793b09300c3,Question_tgOjrpZLw4RdVzQx85h6,2,8,196,5,98314.0,5,98314.0,Absolutely_Error;Error1,4,1697093312.0,1.0,1697093312.0
47eeab842793b09300c3,Question_4nHcauCQ0Y6Pm8DgKlLo,3,2,356,20,3678880.0,20,3678880.0,Absolutely_Error;Error1;Error6,19,1700717692.0,1.0,1700717692.0
47eeab842793b09300c3,Question_6RQj2gF3OeK5AmDvThUV,3,3,268,6,72185.0,6,72185.0,Error1;Absolutely_Error,5,1697091277.0,1.0,1697091277.0
47eeab842793b09300c3,Question_3MwAFlmNO8EKrpY5zjUd,2,3,316,4,860371.0,2,20.0,Error1,1,1695738638.0,1.0,1695738638.0
47eeab842793b09300c3,Question_x2L7AqbMuTjCwPFy6vNr,2,4,368,4,254.0,4,254.0,Error2,3,1696994754.0,1.0,1696994754.0
47eeab842793b09300c3,Question_VgKw8PjY1FR6cm2QI9XW,1,4,304,1,0.0,1,0.0,,0,1694706160.0,1.0,1694706160.0
47eeab842793b09300c3,Question_3oPyUzDmQtcMfLpGZ0jW,2,3,196,3,1203633.0,3,1203633.0,Absolutely_Error,2,1698297328.0,1.0,1698297328.0
47eeab842793b09300c3,Question_fZrP3FJ4ebUogW9V7taS,1,3,168,6,73754.0,6,73754.0,Absolutely_Error;Error4,5,1694780862.0,1.0,1694780862.0
a8eea517e36b20757b2e,Question_bumGRTJ0c8p4v5D6eHZa,3,2,312,1,0.0,1,0.0,,0,1704204756.0,1.0,1704204756.0
a8eea517e36b20757b2e,Question_62XbhBvJ8NUSnApgDL94,3,3,476,1,0.0,1,0.0,,0,1704204263.0,1.0,1704204263.0
a8eea517e36b20757b2e,Question_ZTbD7mxr2OUp8Fz6iNjy,3,2,184,10,132375.0,9,132362.0,Absolutely_Error,8,1703211787.0,1.0,1703211787.0
a8eea517e36b20757b2e,Question_xqlJkmRaP0otZcX4fK3W,0,2,0,5,130.0,1,0.0,Error1,0,1704204804.0,0.0,
a8eea517e36b20757b2e,Question_FNg8X9v5zcbB1tQrxHR3,4,2,360,1,0.0,1,0.0,,0,1704204684.0,1.0,1704204684.0
a8eea517e36b20757b2e,Question_hZ5wXofebmTlzKB1jNcP,3,2,200,2,30.0,2,30.0,Error1,1,1704204734.0,1.0,1704204734.0
a8eea517e36b20757b2e,Question_X3wF8QlTyi4mZkDp9Kae,0,2,0,1,0.0,1,0.0,Error1,0,1704205050.0,0.0,
a8eea517e36b20757b2e,Question_oCjnFLbIs4Uxwek9rBpu,3,3,184,1,0.0,1,0.0,,0,1704204565.0,1.0,1704204565.0
a8eea517e36b20757b2e,Question_EhVPdmlB31M8WKGqL0wc,3,2,320,1,0.0,1,0.0,,0,1704204547.0,1.0,1704204547.0
a8eea517e36b20757b2e,Question_UXqN1F7G3Sbldz02vZne,3,3,332,1,0.0,1,0.0,,0,1704204356.0,1.0,1704204356.0
a8eea517e36b20757b2e,Question_x2Fy7rZ3SwYl9jMQkpOD,0,3,324,1,0.0,1,0.0,Absolutely_Error,0,1704204331.0,0.0,
a8eea517e36b20757b2e,Question_BW0ItEaymH3TkD6S15JF,1,2,192,12,1724118.0,11,438847.0,Absolutely_Error;Error1,10,1699413139.0,1.0,1699413139.0
a8eea517e36b20757b2e,Question_h7pXNg80nJbw1C4kAPRm,3,3,344,3,242.0,3,242.0,Error2,2,1699756085.0,1.0,1699756085.0
a8eea517e36b20757b2e,Question_rvB9mVE6Kbd8jAY4NwPx,1,3,312,2,19.0,2,19.0,Error1,1,1699509071.0,1.0,1699509071.0
a8eea517e36b20757b2e,Question_q7OpB2zCMmW9wS8uNt3H,1,2,312,15,501054.0,15,501054.0,Error2;Absolutely_Error;Error1,14,1699409629.0,1.0,1699409629.0
a8eea517e36b20757b2e,Question_YWXHr4G6Cl7bEm9iF2kQ,0,1,0,2,23.0,1,0.0,Error1,0,1704205001.0,0.0,
a8eea517e36b20757b2e,Question_5fgqjSBwTPG7KUV3it6O,0,3,0,3,37.0,1,0.0,Error1;Absolutely_Error,0,1704204589.0,0.0,
a8eea517e36b20757b2e,Question_Az73sM0rHfWVKuc4X2kL,3,3,324,3,106.0,3,106.0,Error1,2,1704204513.0,1.0,1704204513.0
a8eea517e36b20757b2e,Question_Ou3f2Wt9BqExm5DpN7Zk,3,2,316,1,0.0,1,0.0,,0,1704204376.0,1.0,1704204376.0
a8eea517e36b20757b2e,Question_Mh4CZIsrEfxkP1wXtOYV,0,9,8544,1,0.0,1,0.0,Error4,0,1704173756.0,0.0,
a8eea517e36b20757b2e,Question_lU2wvHSZq7m43xiVroBc,3,2,312,2,42.0,1,0.0,,0,1704173188.0,1.0,1704173188.0
